zipcode,name,rg_name,rg_abbrev,area,totpop_cy,tothh_cy,medhinc_cy,avghinc_cy,pci_cy,meddi_cy,avgdi_cy,white_cy,black_cy,amerind_cy,asian_cy,pacific_cy,othrace_cy,race2up_cy,hispwht_cy,hispblk_cy,hispai_cy,hispasn_cy,hisppi_cy,hispoth_cy,hispmlt_cy,nhspwht_cy,nhspblk_cy,nhspai_cy,nhspasn_cy,nhsppi_cy,nhspoth_cy,nhspmlt_cy,oha_count,oha_count_lw,new_min,new_max,or_rate,date,jf_rate_tot,jf_rate_new_min,jf_rate_new_max
97411,Bandon,Oregon,OR,136.503974691971052,7906,3641,35720,50548,23335,27822,39263,7245,28,127,102,15,116,273,245,0,20,0,5,103,48,7000,28,107,102,10,13,225,0,-1,0,0,0,2020-07-22,0,0,0
97419,Cheshire,Oregon,OR,31.184830944225787,1186,516,63300,75871,33010,50728,58010,1053,9,18,12,2,41,51,24,1,1,0,0,35,11,1029,8,17,12,2,6,40,0,-1,0,0,0,2020-07-22,0,0,0
97437,Elmira,Oregon,OR,24.343028786324371,3035,1153,59021,72978,27727,47587,55321,2819,6,34,22,5,18,131,76,0,5,0,0,17,21,2743,6,29,22,5,1,110,0,-1,0,0,0,2020-07-22,0,0,0
97442,Glendale,Oregon,OR,350.806425641258613,2491,987,46523,70855,28077,38188,53232,2213,13,51,12,1,78,123,115,0,5,8,0,68,49,2098,13,46,4,1,10,74,0,-1,0,0,0,2020-07-22,0,0,0
97415,Brookings,Oregon,OR,746.403329559068766,15615,7033,41438,55531,25041,34368,43571,13807,110,431,145,26,393,703,755,6,91,2,0,385,167,13052,104,340,143,26,8,536,-1,-1,0,8,-1,2020-07-22,-1,0,5.12327889849504
97417,Canyonville,Oregon,OR,20.244124842075529,2848,1151,40627,50494,20448,33685,40143,2423,21,90,107,2,51,154,125,5,15,1,0,48,31,2298,16,75,106,2,3,123,-1,-1,0,8,-1,2020-07-22,-1,0,28.0898876404494
97423,Coquille,Oregon,OR,112.685711575054256,6854,2846,39358,52131,21671,32232,40896,6220,42,148,52,8,143,241,235,12,5,4,0,134,40,5985,30,143,48,8,9,201,-1,-1,0,8,-1,2020-07-22,-1,0,11.6720163408229
97431,Dexter,Oregon,OR,93.920674918652821,3005,1178,68076,79642,31222,52029,59234,2745,28,37,22,5,36,132,88,0,3,1,0,34,19,2657,28,34,21,5,2,113,-1,-1,0,8,-1,2020-07-22,-1,0,26.6222961730449
97435,Drain,Oregon,OR,225.132961369653685,2360,968,46710,65572,26896,37834,49918,2147,14,59,4,1,45,90,68,2,9,0,0,42,17,2079,12,50,4,1,3,73,-1,-1,0,8,-1,2020-07-22,-1,0,33.8983050847458
97410,Azalea,Oregon,OR,230.321862091159346,964,433,51896,62109,27907,40094,48184,896,0,17,1,2,9,39,25,0,1,0,0,9,5,871,0,16,1,2,0,34,,,,,,,-2,-2,-2
97412,Blachly,Oregon,OR,17.292080052659131,403,161,40991,54109,21617,33410,42158,376,0,7,5,0,2,13,14,0,1,1,0,2,3,362,0,6,4,0,0,10,,,,,,,-2,-2,-2
97413,Blue River,Oregon,OR,436.468010974702224,991,461,43754,58549,27236,35877,45840,924,8,12,4,2,3,38,35,0,2,0,0,3,4,889,8,10,4,2,0,34,,,,,,,-2,-2,-2
97414,Broadbent,Oregon,OR,38.386094685789715,270,119,45846,57133,25181,37105,45604,247,1,6,0,0,2,14,10,0,0,0,0,2,1,237,1,6,0,0,0,13,,,,,,,-2,-2,-2
97459,North Bend,Oregon,OR,317.289280830006419,14881,6184,45092,60952,25903,36822,46680,13226,63,345,265,41,213,728,522,3,40,4,2,196,134,12704,60,305,261,39,17,594,39,36,3,3,27.7,2020-07-22,26.2079161346684,2.01599354882064,2.01599354882064
97470,Roseburg,Oregon,OR,169.189665103415194,20837,8832,46149,58923,25025,37287,46055,18796,156,431,233,54,378,789,888,21,57,10,8,357,133,17908,135,374,223,46,21,656,20,14,6,6,10,2020-07-22,9.59831069731727,2.87949320919518,2.87949320919518
97471,Roseburg,Oregon,OR,251.139465757646008,30833,12601,55714,79037,32340,44733,58936,28200,181,509,425,55,419,1044,1190,24,102,13,13,374,202,27010,157,407,412,42,45,842,14,13,1,1,4.8,2020-07-22,4.54058962799598,0.324327830571141,0.324327830571141
97449,Lakeside,Oregon,OR,45.604261056369424,2029,963,39372,49887,25029,32207,40162,1883,14,34,10,1,26,61,43,0,5,0,0,26,13,1840,14,29,10,1,0,48,0,-1,0,0,0,2020-07-22,0,0,0
97447,Idleyld Park,Oregon,OR,179.313182772166016,819,386,53940,70111,33131,42907,53466,754,7,21,3,1,9,24,34,0,2,0,0,8,5,720,7,19,3,1,1,19,,,,,,,-2,-2,-2
97450,Langlois,Oregon,OR,134.329833637387679,648,320,42209,51766,25565,35167,41328,607,0,21,3,1,7,9,21,0,4,0,0,5,0,586,0,17,3,1,2,9,,,,,,,-2,-2,-2
97451,Lorane,Oregon,OR,43.328820029242394,459,197,70926,85882,36860,53874,64844,422,2,5,5,0,2,23,9,1,0,0,0,2,5,413,1,5,5,0,0,18,,,,,,,-2,-2,-2
97453,Mapleton,Oregon,OR,97.934702705369475,759,348,54158,71859,32949,43342,55681,707,2,14,9,0,1,26,15,0,0,3,0,1,3,692,2,14,6,0,0,23,,,,,,,-2,-2,-2
97461,Noti,Oregon,OR,105.188592457583965,874,345,55201,62862,24814,44074,49508,792,5,16,11,0,14,36,22,0,1,0,0,10,6,770,5,15,11,0,4,30,,,,,,,-2,-2,-2
97466,Powers,Oregon,OR,235.554772743508551,914,410,28683,41698,18705,23265,33349,773,1,31,4,2,14,89,33,0,4,0,0,12,6,740,1,27,4,2,2,83,,,,,,,-2,-2,-2
97476,Sixes,Oregon,OR,77.250032910947226,205,96,41905,51546,24138,33738,41149,192,0,7,1,0,2,3,7,0,1,0,0,2,0,185,0,6,1,0,0,3,,,,,,,-2,-2,-2
97480,Swisshome,Oregon,OR,107.569852145188179,433,194,38616,51678,23154,32306,41407,403,0,7,5,0,2,16,10,0,0,0,0,2,3,393,0,7,5,0,0,13,,,,,,,-2,-2,-2
97481,Tenmile,Oregon,OR,9.317747845957845,911,368,58468,79149,31974,47008,60219,823,4,21,6,3,3,51,19,0,0,0,0,3,7,804,4,21,6,3,0,44,,,,,,,-2,-2,-2
97489,Walterville,Oregon,OR,17.673732971818982,803,353,65308,74379,32697,50854,56753,760,2,4,8,1,8,20,28,0,0,0,0,8,2,732,2,4,8,1,0,18,,,,,,,-2,-2,-2
97490,Walton,Oregon,OR,109.569916173120433,634,277,56269,71805,31372,45009,55150,586,2,11,9,0,3,23,13,0,1,1,0,2,2,573,2,10,8,0,1,21,,,,,,,-2,-2,-2
97492,Westfir,Oregon,OR,49.889323005810446,669,294,75000,75038,32976,53110,57609,615,6,8,4,1,4,31,20,0,1,0,0,4,1,595,6,7,4,1,0,30,,,,,,,-2,-2,-2
97493,Westlake,Oregon,OR,54.443595221609293,568,238,51998,68882,28897,40448,52651,519,3,11,4,2,4,25,19,0,1,0,0,4,2,500,3,10,4,2,0,23,,,,,,,-2,-2,-2
97487,Veneta,Oregon,OR,193.896746069673270,9115,3447,54469,71069,26881,43269,53292,8219,36,159,103,21,179,398,291,2,53,3,4,158,51,7928,34,106,100,17,21,347,-1,-1,0,8,-1,2020-07-22,-1,0,8.77674163466813
97488,Vida,Oregon,OR,206.094047026802656,1150,519,56463,71859,32430,45567,54582,1047,7,12,8,1,10,65,37,0,1,0,0,10,11,1010,7,11,8,1,0,54,-1,-1,0,8,-1,2020-07-22,-1,0,69.5652173913043
97497,Wolf Creek,Oregon,OR,103.544759378235980,1592,669,44954,59728,25112,37312,45670,1468,13,27,9,1,17,57,58,0,5,0,0,16,11,1410,13,22,9,1,1,46,0,-1,0,0,0,2020-07-22,0,0,0
97499,Yoncalla,Oregon,OR,128.918210235637446,2037,865,45827,63725,27061,37150,48864,1853,5,40,14,4,38,83,65,0,0,0,0,32,15,1788,5,40,14,4,6,68,0,-1,0,0,0,2020-07-22,0,0,0
97496,Winston,Oregon,OR,89.250598845822225,8434,3363,42666,62006,24733,35353,46757,7695,39,157,72,14,109,348,308,2,20,0,2,108,35,7387,37,137,72,12,1,313,-1,-1,0,8,-1,2020-07-22,-1,0,9.48541617263457
97498,Yachats,Oregon,OR,95.487710731133788,1977,901,44404,61554,28177,35989,47202,1796,52,41,17,4,30,37,88,0,1,0,0,24,4,1708,52,40,17,4,6,33,-1,-1,0,8,-1,2020-07-22,-1,0,40.4653515427415
97522,Butte Falls,Oregon,OR,404.239866559685368,745,294,54149,71155,28080,42958,53655,687,1,20,4,1,7,25,34,1,3,0,0,7,2,653,0,17,4,1,0,23,,,,,,,-2,-2,-2
97520,Ashland,Oregon,OR,650.448522966211044,27164,12226,57290,91361,41215,45697,64742,24029,362,279,657,82,491,1264,975,25,60,18,6,448,247,23054,337,219,639,76,43,1017,12,11,1,1,4.9,2020-07-22,4.4176115446915,0.368134295390959,0.368134295390959
97524,Eagle Point,Oregon,OR,263.871646519700107,15986,6150,62913,87725,33775,50839,64294,14583,44,219,156,21,359,604,768,2,44,4,5,337,173,13815,42,175,152,16,22,431,16,12,4,4,11.1,2020-07-22,10.0087576629551,2.50218941573877,2.50218941573877
97526,Grants Pass,Oregon,OR,243.846756990656786,36281,15059,48330,66439,27829,38306,49934,32778,235,507,462,110,746,1443,1777,31,107,20,29,711,366,31001,204,400,442,81,35,1077,28,24,4,4,8.2,2020-07-22,7.71753810534439,1.10250544362063,1.10250544362063
97527,Grants Pass,Oregon,OR,177.575483333165010,34900,14560,48717,63750,26604,38762,48710,31906,154,473,292,80,692,1303,1625,34,101,5,16,675,321,30281,120,372,287,64,17,982,16,14,2,2,4.7,2020-07-22,4.58452722063037,0.573065902578797,0.573065902578797
97532,Merlin,Oregon,OR,320.292925565145538,2674,1152,55284,64622,28047,44184,50129,2437,12,45,26,8,32,114,88,1,11,1,2,29,25,2349,11,34,25,6,3,89,-1,-1,0,8,-1,2020-07-22,-1,0,29.9177262528048
97534,O Brien,Oregon,OR,56.225369274542047,475,219,40596,48923,22556,33631,38489,425,6,16,4,3,5,16,21,1,2,1,1,4,5,404,5,14,3,2,1,11,,,,,,,-2,-2,-2
97538,Selma,Oregon,OR,197.730297682718259,2720,1137,46611,64098,26798,37141,48304,2483,14,51,23,1,25,123,92,0,13,0,0,21,21,2391,14,38,23,1,4,102,0,-1,0,0,0,2020-07-22,0,0,0
97535,Phoenix,Oregon,OR,2.796619826487932,5815,2469,44271,54328,23082,35954,42461,4703,54,83,70,11,612,282,519,13,17,0,0,598,99,4184,41,66,70,11,14,183,-1,-1,0,8,-1,2020-07-22,-1,0,13.7575236457438
97536,Prospect,Oregon,OR,362.564449574012656,1097,483,52852,61060,26884,40306,47349,1000,4,23,2,4,15,49,55,0,2,0,0,15,6,945,4,21,2,4,0,43,,,,,,,-2,-2,-2
97541,Trail,Oregon,OR,196.370849013412993,1483,642,47643,69445,30063,38289,51345,1375,5,28,5,5,15,50,63,0,1,0,0,13,7,1312,5,27,5,5,2,43,0,-1,0,0,0,2020-07-22,0,0,0
97540,Talent,Oregon,OR,30.919357123146646,9456,3957,43916,61091,25598,35770,46497,8083,100,131,115,23,581,423,856,19,41,0,2,561,110,7227,81,90,115,21,20,313,-1,-1,0,8,-1,2020-07-22,-1,0,8.46023688663283
97543,Wilderville,Oregon,OR,100.901618315868021,860,362,52671,61791,26010,41255,47601,796,2,14,6,0,17,25,32,0,3,0,0,17,6,764,2,11,6,0,0,19,,,,,,,-2,-2,-2
97623,Bonanza,Oregon,OR,806.165580831285979,2464,980,37748,53087,21114,30417,41196,2083,17,80,13,1,183,87,181,4,10,0,0,181,22,1902,13,70,13,1,2,65,-1,-1,0,8,-1,2020-07-22,-1,0,32.4675324675325
97624,Chiloquin,Oregon,OR,1852.601719539145734,4413,1971,35870,48519,21672,29392,38437,3244,14,779,23,13,38,302,147,3,88,2,0,37,49,3097,11,691,21,13,1,253,-1,-1,0,8,-1,2020-07-22,-1,0,18.1282574212554
97604,Crater Lake,Oregon,OR,2.673470898050412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-2,-2,-2
97620,Adel,Oregon,OR,1057.752890187813819,114,57,41674,63297,31648,36276,46184,102,1,2,1,0,4,4,4,0,0,0,0,4,0,98,1,2,1,0,0,4,,,,,,,-2,-2,-2
97710,Fields,Oregon,OR,1039.441182852077418,121,55,55199,75692,34405,40387,55945,111,0,2,1,0,6,1,3,0,0,0,0,6,0,108,0,2,1,0,0,1,,,,,,,-2,-2,-2
97711,Ashwood,Oregon,OR,455.557531562860618,74,41,53881,99911,55356,42051,55358,59,6,5,1,0,2,1,2,0,0,0,0,2,0,57,6,5,1,0,0,1,,,,,,,-2,-2,-2
97712,Brothers,Oregon,OR,639.526725141260272,60,23,95961,128984,49444,71958,90936,57,0,1,1,0,0,1,1,0,0,0,0,0,0,56,0,1,1,0,0,1,,,,,,,-2,-2,-2
97721,Princeton,Oregon,OR,1277.024327359227755,199,87,54252,75458,32989,42443,55772,183,0,3,1,0,10,2,4,0,0,0,0,10,0,179,0,3,1,0,0,2,,,,,,,-2,-2,-2
97722,Diamond,Oregon,OR,503.356463787339237,114,43,53913,76335,28793,42579,56421,105,0,1,1,0,6,1,3,0,0,0,0,6,0,102,0,1,1,0,0,1,,,,,,,-2,-2,-2
97730,Camp Sherman,Oregon,OR,266.051357660517397,408,201,65490,88227,43465,51994,65503,378,0,6,1,5,9,9,6,0,3,0,0,9,4,372,0,3,1,5,0,5,,,,,,,-2,-2,-2
97641,Christmas Valley,Oregon,OR,897.061410226223757,1261,580,27358,45212,20800,22083,35146,1112,2,36,4,0,31,76,20,0,7,0,0,30,8,1092,2,29,4,0,1,68,0,-1,0,0,0,2020-07-22,0,0,0
97753,Powell Butte,Oregon,OR,120.061302421717031,2459,1027,72838,85397,35666,55289,65211,2328,7,26,7,0,41,50,68,0,2,0,0,41,7,2260,7,24,7,0,0,43,0,-1,0,0,0,2020-07-22,0,0,0
97707,Bend,Oregon,OR,263.759679406387647,7110,3072,62308,88268,38139,50236,64302,6719,27,67,43,11,50,193,170,8,7,0,0,43,30,6549,19,60,43,11,7,163,-1,-1,0,8,-1,2020-07-22,-1,0,11.2517580872011
97720,Burns,Oregon,OR,840.511248494408392,4561,2012,39203,57997,25612,32594,44624,4023,14,224,29,1,74,196,147,3,4,1,0,73,29,3876,11,220,28,1,1,167,-1,-1,0,8,-1,2020-07-22,-1,0,17.5400131550099
97738,Hines,Oregon,OR,1163.676847185076895,2093,902,51069,66474,28676,41101,50388,1926,3,49,12,0,39,64,54,0,0,0,0,34,11,1872,3,49,12,0,5,53,-1,-1,0,8,-1,2020-07-22,-1,0,38.2226469182991
97739,La Pine,Oregon,OR,1087.689618452011246,13577,5712,48661,57493,24193,38038,44983,12681,26,155,100,11,109,495,288,0,16,8,0,100,84,12393,26,139,92,11,9,411,-1,-1,0,8,-1,2020-07-22,-1,0,5.8923178905502
97731,Chemult,Oregon,OR,624.529594883970049,316,155,40899,50930,25030,33046,40088,286,3,9,2,0,5,11,7,0,0,0,0,5,2,279,3,9,2,0,0,9,,,,,,,-2,-2,-2
97810,Adams,Oregon,OR,135.731772985725542,815,310,62016,79568,30265,50668,61194,650,4,103,7,0,16,35,18,0,2,0,0,15,7,632,4,101,7,0,1,28,,,,,,,-2,-2,-2
97812,Arlington,Oregon,OR,366.865294438010380,783,337,63340,80875,34808,50783,60834,703,2,16,1,12,23,26,37,0,1,0,0,23,0,666,2,15,1,12,0,26,,,,,,,-2,-2,-2
97817,Bates,Oregon,OR,618.278237091176607,50,23,38039,50563,23270,36335,40604,47,0,1,0,0,0,2,1,0,0,0,0,0,0,46,0,1,0,0,0,2,,,,,,,-2,-2,-2
97819,Bridgeport,Oregon,OR,45.446863985462777,22,11,45195,50000,25000,37784,48491,21,0,0,0,0,0,1,1,0,0,0,0,0,0,20,0,0,0,0,0,1,,,,,,,-2,-2,-2
97823,Condon,Oregon,OR,757.448975587067480,986,489,41503,56623,28095,34728,44178,940,1,10,2,0,11,22,34,0,0,0,0,11,5,906,1,10,2,0,0,17,,,,,,,-2,-2,-2
97825,Dayville,Oregon,OR,181.098761080742207,222,112,53571,93151,46995,43841,65832,210,1,3,0,0,5,3,6,0,0,0,0,5,1,204,1,3,0,0,0,2,,,,,,,-2,-2,-2
97830,Fossil,Oregon,OR,593.157200127282522,714,325,42222,57008,25992,35532,44787,626,0,19,4,0,28,37,17,0,2,0,0,23,1,609,0,17,4,0,5,36,,,,,,,-2,-2,-2
97761,Warm Springs,Oregon,OR,475.680879559369771,3045,748,49387,61388,15108,39616,47154,106,4,2767,1,1,20,146,6,0,217,0,0,20,61,100,4,2550,1,1,0,85,124,98,26,26,311,2020-07-22,407.224958949097,85.3858784893268,85.3858784893268
97801,Pendleton,Oregon,OR,1029.227584821088840,21972,8101,53891,68422,25555,42548,52455,17711,321,1925,260,37,814,904,1056,16,126,4,0,802,224,16655,305,1799,256,37,12,680,192,145,47,47,89.2,2020-07-22,87.3839432004369,21.3908610959403,21.3908610959403
97814,Baker City,Oregon,OR,952.186089352735394,12602,5381,46509,63766,27301,37756,48678,11631,94,166,120,5,189,397,339,5,24,0,0,184,43,11292,89,142,120,5,5,354,11,10,1,1,8.9,2020-07-22,8.72877321060149,0.793524837327408,0.793524837327408
97820,Canyon City,Oregon,OR,160.267551419595776,1238,544,56040,66999,29458,44986,51820,1158,3,18,7,1,11,40,22,0,0,0,0,11,6,1136,3,18,7,1,0,34,0,-1,0,0,0,2020-07-22,0,0,0
97813,Athena,Oregon,OR,74.689535978347607,1321,511,59451,75813,29327,48456,57882,1190,5,35,4,0,56,31,34,0,3,0,0,56,5,1156,5,32,4,0,0,26,-1,-1,0,8,-1,2020-07-22,-1,0,60.560181680545
97850,La Grande,Oregon,OR,863.241653582023218,17448,7111,42768,59939,24585,35416,45362,15567,182,221,300,289,310,579,533,6,42,5,3,284,99,15034,176,179,295,286,26,480,324,316,8,8,191.1,2020-07-22,185.694635488308,4.58505272810637,4.58505272810637
97845,John Day,Oregon,OR,182.391210211030852,2620,1183,48837,62647,28309,38811,48292,2429,12,44,28,4,28,75,55,3,0,0,1,26,8,2374,9,44,28,3,2,67,-1,-1,0,8,-1,2020-07-22,-1,0,30.5343511450382
97846,Joseph,Oregon,OR,397.120770667425063,2048,959,50136,63267,29642,39320,48925,1939,10,18,7,4,16,54,31,0,4,0,0,13,1,1908,10,14,7,4,3,53,-1,-1,0,8,-1,2020-07-22,-1,0,39.0625
97848,Kimberly,Oregon,OR,207.430702561484964,174,68,44442,75230,29400,38516,54923,162,0,3,0,0,3,6,4,0,0,0,0,3,0,158,0,3,0,0,0,6,,,,,,,-2,-2,-2
97856,Long Creek,Oregon,OR,602.719228168372069,394,179,38873,63782,28977,32458,47839,361,0,6,1,0,7,19,8,0,1,0,0,7,1,353,0,5,1,0,0,18,,,,,,,-2,-2,-2
97857,Lostine,Oregon,OR,181.600757189583987,449,197,51737,67764,29739,41877,52792,423,2,5,4,0,2,13,10,0,0,0,0,2,1,413,2,5,4,0,0,12,,,,,,,-2,-2,-2
97859,Meacham,Oregon,OR,21.005905945406354,47,24,53457,78480,40075,41213,56826,43,0,1,0,0,1,2,1,0,0,0,0,1,0,42,0,1,0,0,0,2,,,,,,,-2,-2,-2
97862,Milton Freewater,Oregon,OR,312.696971532913324,11565,4198,46821,62008,22518,37294,47623,8747,50,93,72,3,2273,327,1692,5,13,6,0,2266,163,7055,45,80,66,3,7,164,26,18,8,8,22.3,2020-07-22,22.4816255944661,6.91742325983571,6.91742325983571
97868,Pilot Rock,Oregon,OR,405.020545465497264,2073,800,49244,73491,28371,38775,54287,1839,1,113,5,1,35,79,33,0,6,0,0,32,14,1806,1,107,5,1,3,65,13,10,3,3,65.3,2020-07-22,62.7110467920888,14.4717800289436,14.4717800289436
97865,Mount Vernon,Oregon,OR,352.000365480286803,1086,508,37356,55998,26199,30395,43227,1011,5,9,6,0,30,25,24,0,1,0,0,30,1,987,5,8,6,0,0,24,0,-1,0,0,0,2020-07-22,0,0,0
97869,Prairie City,Oregon,OR,694.192178115561546,1064,476,39081,50589,22659,32920,40378,990,3,14,8,2,4,43,28,0,1,0,1,4,5,962,3,13,8,1,0,38,0,-1,0,0,0,2020-07-22,0,0,0
97864,Monument,Oregon,OR,341.941382373584020,277,117,38829,63988,27027,31938,47993,254,0,4,1,0,5,13,6,0,0,0,0,5,0,248,0,4,1,0,0,13,,,,,,,-2,-2,-2
97867,North Powder,Oregon,OR,174.431883593643533,894,356,43843,73486,29263,36698,52923,814,3,9,5,1,27,35,25,0,0,0,0,27,13,789,3,9,5,1,0,22,,,,,,,-2,-2,-2
97870,Richland,Oregon,OR,355.830084686165208,670,335,41505,62394,31212,34078,46981,627,14,6,0,0,1,22,14,0,0,0,0,1,4,613,14,6,0,0,0,18,,,,,,,-2,-2,-2
97873,Seneca,Oregon,OR,907.715858409123825,295,133,53508,92234,41584,42249,65255,278,1,4,0,0,7,5,8,0,0,0,0,7,1,270,1,4,0,0,0,4,,,,,,,-2,-2,-2
97874,Spray,Oregon,OR,198.218541714029129,335,147,35776,53367,23435,29896,41990,307,0,3,2,1,8,14,7,0,0,0,0,8,1,300,0,3,2,1,0,13,,,,,,,-2,-2,-2
97876,Summerville,Oregon,OR,51.401238808007896,795,318,55677,74550,29820,45042,55474,758,1,5,6,0,13,12,10,0,0,0,0,11,1,748,1,5,6,0,2,11,,,,,,,-2,-2,-2
97877,Sumpter,Oregon,OR,451.262587574739371,299,173,46148,63059,36485,36847,48034,280,0,5,5,0,3,6,10,0,0,0,0,3,0,270,0,5,5,0,0,6,,,,,,,-2,-2,-2
97883,Union,Oregon,OR,347.202720024648386,2824,1153,45161,57926,23653,37054,45370,2657,4,30,9,5,25,94,67,0,0,0,1,13,14,2590,4,30,9,4,12,80,-1,-1,0,8,-1,2020-07-22,-1,0,28.328611898017
97885,Wallowa,Oregon,OR,535.062133879829958,1508,646,51842,68675,29428,43103,53597,1437,4,13,10,1,4,39,34,0,1,0,1,4,3,1403,4,12,10,0,0,36,-1,-1,0,8,-1,2020-07-22,-1,0,53.0503978779841
97886,Weston,Oregon,OR,134.355281316099337,1169,466,61998,77273,30803,50522,59390,1005,3,32,26,0,64,39,28,0,0,8,0,64,7,977,3,32,18,0,0,32,-1,-1,0,8,-1,2020-07-22,-1,0,68.4345594525235
97880,Ukiah,Oregon,OR,523.713691853416776,250,113,45859,58044,26275,36330,46365,226,0,5,3,0,5,11,5,0,1,0,0,3,3,221,0,4,3,0,2,8,,,,,,,-2,-2,-2
97884,Unity,Oregon,OR,345.496131290980998,163,80,46528,66289,32534,37169,50003,152,0,3,3,0,2,3,6,0,0,0,0,2,0,146,0,3,3,0,0,3,,,,,,,-2,-2,-2
97901,Adrian,Oregon,OR,342.523423450010853,504,191,51743,75345,28556,40734,55756,454,0,2,7,0,24,17,61,0,1,1,0,24,6,393,0,1,6,0,0,11,,,,,,,-2,-2,-2
97902,Arock,Oregon,OR,0.009361886612112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-2,-2,-2
97903,Brogan,Oregon,OR,469.340020192348902,143,61,41406,67441,28768,36637,47233,117,13,3,1,0,7,2,22,0,0,0,0,7,1,95,13,3,1,0,0,1,,,,,,,-2,-2,-2
97904,Drewsey,Oregon,OR,582.824802712164114,188,76,43717,66702,26965,38172,50523,175,1,2,0,0,2,8,4,0,0,0,0,2,0,171,1,2,0,0,0,8,,,,,,,-2,-2,-2
97905,Durkee,Oregon,OR,10.387621081276720,37,22,41157,58491,34789,30973,44692,34,1,1,0,0,0,1,1,0,0,0,0,0,0,33,1,1,0,0,0,1,,,,,,,-2,-2,-2
97906,Harper,Oregon,OR,771.372627881428002,254,107,43766,66793,28137,36502,47467,212,20,5,2,0,12,3,34,0,0,0,0,12,2,178,20,5,2,0,0,1,,,,,,,-2,-2,-2
97042,Mulino,Oregon,OR,24.326835855245129,2837,1047,91742,106376,39259,67885,78590,2665,10,26,28,1,21,86,66,0,2,1,0,20,11,2599,10,24,27,1,1,75,13,12,1,1,44.5,2020-07-22,45.8230525202679,3.52485019386676,3.52485019386676
97045,Oregon City,Oregon,OR,86.854069040114197,56808,21180,80390,98255,36654,59313,71868,51216,409,495,1167,112,1292,2117,2299,40,84,7,3,1240,369,48917,369,411,1160,109,52,1748,171,158,13,13,33.3,2020-07-22,30.1013941698352,2.28841008308689,2.28841008308689
97048,Rainier,Oregon,OR,86.667023050874903,6928,2745,55360,68300,27062,43611,52419,6366,34,103,45,11,100,269,115,0,9,2,0,99,51,6251,34,94,43,11,1,218,13,10,3,3,19.4,2020-07-22,18.7644341801386,4.33025404157044,4.33025404157044
97070,Wilsonville,Oregon,OR,18.779910340683383,25311,10979,80835,108053,46901,61149,76654,20973,327,206,1266,128,1321,1090,1605,31,50,23,8,1293,287,19368,296,156,1243,120,28,803,61,47,14,14,29.1,2020-07-22,24.100193591719,5.53119197186994,5.53119197186994
97071,Woodburn,Oregon,OR,57.008347838799772,31603,9661,53329,67629,20696,42904,52115,19180,245,857,307,55,9719,1240,6878,89,724,44,11,9681,814,12302,156,133,263,44,38,426,435,366,69,69,151,2020-07-22,137.645160269595,21.8333702496598,21.8333702496598
97386,Sweet Home,Oregon,OR,107.586972672056405,14564,5510,44923,57935,21926,36558,45102,13442,56,208,119,34,180,525,408,1,36,1,0,176,106,13034,55,172,118,34,4,419,13,12,1,1,9.6,2020-07-22,8.92611919802252,0.68662455369404,0.68662455369404
97348,Halsey,Oregon,OR,63.670426044128618,1815,600,57874,74086,24496,46636,56858,1674,9,13,12,2,40,65,80,2,0,0,0,36,8,1594,7,13,12,2,4,57,-1,-1,0,8,-1,2020-07-22,-1,0,44.0771349862259
97754,Prineville,Oregon,OR,1467.376832279881683,20532,8390,38952,52752,21573,32276,41362,18659,29,315,149,22,828,530,790,6,46,1,0,816,105,17869,23,269,148,22,12,425,27,18,9,9,14.5,2020-07-22,13.1502045587376,4.38340151957919,4.38340151957919
97494,Wilbur,Oregon,OR,0.209823238886281,47,15,80000,96129,30690,52863,70770,43,0,2,1,0,0,1,1,0,1,0,0,0,0,42,0,1,1,0,0,1,,,,,,,-2,-2,-2
97102,Arch Cape,Oregon,OR,4.925358268770828,207,110,60113,84398,44856,48819,61557,180,1,1,3,0,19,3,8,0,1,0,0,18,0,172,1,0,3,0,1,3,,,,,,,-2,-2,-2
97335,Crabtree,Oregon,OR,0.466808919557274,154,56,64589,80430,29252,51350,60919,142,1,2,2,0,3,4,4,0,0,0,0,3,0,138,1,2,2,0,0,4,,,,,,,-2,-2,-2
97837,Hereford,Oregon,OR,229.675273379960771,131,58,45323,65644,29064,36952,49517,122,0,2,3,0,2,2,5,0,0,0,0,2,0,117,0,2,3,0,0,2,,,,,,,-2,-2,-2
97531,Kerby,Oregon,OR,11.251334979320834,684,278,35562,54818,22289,27938,41100,607,6,17,5,2,13,34,29,1,2,0,0,12,5,578,5,15,5,2,1,29,,,,,,,-2,-2,-2
