zipcode,name,rg_name,rg_abbrev,area,totpop_cy,tothh_cy,medhinc_cy,avghinc_cy,pci_cy,meddi_cy,avgdi_cy,white_cy,black_cy,amerind_cy,asian_cy,pacific_cy,othrace_cy,race2up_cy,hispwht_cy,hispblk_cy,hispai_cy,hispasn_cy,hisppi_cy,hispoth_cy,hispmlt_cy,nhspwht_cy,nhspblk_cy,nhspai_cy,nhspasn_cy,nhsppi_cy,nhspoth_cy,nhspmlt_cy,oha_count,oha_count_lw,new_min,new_max,or_rate,date,jf_rate_tot,jf_rate_new_min,jf_rate_new_max
97839,Lexington,Oregon,OR,150.408598500181938,453,167,57986,87192,32144,46371,61281,401,4,5,1,0,24,18,11,0,0,0,0,23,0,390,4,5,1,0,1,18,,,,,,,-2,-2,-2
97840,Oxbow,Oregon,OR,95.085201166199440,92,43,79972,95186,44489,61656,72053,90,0,0,0,0,0,2,2,0,0,0,0,0,0,88,0,0,0,0,0,2,,,,,,,-2,-2,-2
97841,Imbler,Oregon,OR,24.136722615335152,504,187,52691,75192,27899,42838,55287,470,0,6,0,4,11,13,8,0,0,0,0,11,0,462,0,6,0,4,0,13,,,,,,,-2,-2,-2
97842,Imnaha,Oregon,OR,1235.558717980796700,164,77,47124,61872,29068,38059,47883,157,1,1,0,0,1,4,2,0,0,0,0,1,0,155,1,1,0,0,0,4,,,,,,,-2,-2,-2
97533,Murphy,Oregon,OR,5.635372204570393,745,323,54165,71052,30810,43121,53581,684,5,11,6,0,16,23,33,0,1,1,0,15,7,651,5,10,5,0,1,16,,,,,,,-2,-2,-2
97627,Keno,Oregon,OR,45.877066498494266,618,270,46554,68442,29902,38062,51447,556,1,14,5,1,10,31,31,0,4,0,0,8,7,525,1,10,5,1,2,24,,,,,,,-2,-2,-2
97843,Ione,Oregon,OR,461.640008034625851,669,262,66940,82483,32303,52483,62077,563,1,16,1,0,69,19,30,0,7,0,0,66,4,533,1,9,1,0,3,15,,,,,,,-2,-2,-2
97909,Jamieson,Oregon,OR,49.201707163274399,76,25,46842,66033,22408,36357,48355,61,4,2,1,0,6,2,9,0,1,0,0,6,1,52,4,1,1,0,0,1,,,,,,,-2,-2,-2
97910,Jordan Valley,Oregon,OR,4908.929931604251578,649,289,45382,65794,29299,36750,49769,584,3,13,5,6,19,19,25,0,0,0,0,19,3,559,3,13,5,6,0,16,,,,,,,-2,-2,-2
97911,Juntura,Oregon,OR,608.059141965275785,102,40,42893,65241,26435,35000,48512,87,6,2,1,0,4,2,11,0,0,0,0,4,1,76,6,2,1,0,0,1,,,,,,,-2,-2,-2
97917,Riverside,Oregon,OR,1513.047616677993574,32,18,50000,66635,37482,35000,50429,29,0,1,0,0,1,1,1,0,0,0,0,1,0,28,0,1,0,0,0,1,,,,,,,-2,-2,-2
97204,Portland,Oregon,OR,0.270633503955785,1147,516,14771,31507,17428,13675,24559,835,172,25,45,5,28,37,57,23,3,1,0,26,4,778,149,22,44,5,2,33,-1,-1,0,8,-1,2020-07-22,-1,0,69.7471665213601
97368,Otis,Oregon,OR,37.827602669579306,3816,1596,46429,67793,28359,37697,49935,3442,22,110,21,1,67,153,137,0,16,0,0,67,34,3305,22,94,21,1,0,119,-1,-1,0,8,-1,2020-07-22,-1,0,20.9643605870021
97530,Jacksonville,Oregon,OR,417.319009797209446,7965,3582,60279,94202,42366,48760,67090,7444,33,69,76,5,126,212,254,0,13,0,0,120,41,7190,33,56,76,5,6,171,10,-1,1,9,14.5,2020-07-22,12.5549278091651,1.25549278091651,11.2994350282486
97523,Cave Junction,Oregon,OR,297.598609236920936,7719,3412,32518,45076,19932,26186,35550,6965,49,169,71,20,114,331,381,9,22,1,1,108,59,6584,40,147,70,19,6,272,-1,-1,0,8,-1,2020-07-22,-1,0,10.3640367923306
97525,Gold Hill,Oregon,OR,121.333049774042891,5268,2336,50465,60951,27032,38761,47262,4859,13,66,40,3,82,205,135,1,11,3,0,76,31,4724,12,55,37,3,6,174,-1,-1,0,8,-1,2020-07-22,-1,0,15.1860288534548
97759,Sisters,Oregon,OR,415.158671772103105,7793,3233,75337,94660,39275,55774,69293,7367,13,43,61,8,113,188,213,0,7,0,0,113,31,7154,13,36,61,8,0,157,-1,-1,0,8,-1,2020-07-22,-1,0,10.2656229949955
97824,Cove,Oregon,OR,210.722680595857298,1753,703,62393,90685,36367,50266,65663,1602,0,17,21,6,28,79,35,0,0,0,0,25,15,1567,0,17,21,6,3,64,-1,-1,0,8,-1,2020-07-22,-1,0,45.6360524814604
97828,Enterprise,Oregon,OR,803.949855282329963,3322,1488,66367,79223,35511,51480,60013,3142,10,37,20,1,28,84,82,0,2,0,0,26,11,3060,10,35,20,1,2,73,-1,-1,0,8,-1,2020-07-22,-1,0,24.0818783865141
97836,Heppner,Oregon,OR,1122.954601543025547,2020,879,50209,65513,28510,39458,50354,1855,4,25,4,0,67,65,41,1,3,0,0,65,7,1814,3,22,4,0,2,58,-1,-1,0,8,-1,2020-07-22,-1,0,39.6039603960396
97051,Saint Helens,Oregon,OR,47.160238377865888,17072,6347,52674,66333,24689,41224,50757,15227,133,262,235,46,293,876,698,15,59,10,0,284,175,14529,118,203,225,46,9,701,12,11,1,1,7.5,2020-07-22,7.029053420806,0.585754451733833,0.585754451733833
97055,Sandy,Oregon,OR,129.602002231481350,19698,7412,74114,88538,33316,54649,65111,17725,87,222,270,29,601,764,872,7,31,6,0,592,106,16853,80,191,264,29,9,658,26,24,2,2,15,2020-07-22,13.1993095745761,1.01533150573662,1.01533150573662
97056,Scappoose,Oregon,OR,97.482788701302226,12276,4846,64162,79990,31583,51219,60197,11057,86,161,156,27,305,484,326,9,18,0,0,296,95,10731,77,143,156,27,9,389,17,16,1,1,14.8,2020-07-22,13.8481590094493,0.814597588791137,0.814597588791137
97913,Nyssa,Oregon,OR,128.279291622789742,5628,1893,49789,58806,19790,37778,45621,3983,17,47,56,0,1315,210,1264,12,21,2,0,1313,144,2719,5,26,54,0,2,66,73,56,17,17,132.1,2020-07-22,129.708599857854,30.2061122956645,30.2061122956645
97914,Ontario,Oregon,OR,200.505792931873827,19388,6162,37363,54112,17420,31432,41895,14053,380,261,350,21,3658,665,2945,29,85,12,17,3648,323,11108,351,176,338,4,10,342,374,307,67,67,194.7,2020-07-22,192.902826490613,34.5574582215804,34.5574582215804
97918,Vale,Oregon,OR,452.366952485293609,4468,1614,44641,57986,20998,36243,44745,3886,14,59,38,9,330,132,389,2,31,1,5,321,37,3497,12,28,37,4,9,95,35,30,5,5,77.1,2020-07-22,78.3348254252462,11.1906893464637,11.1906893464637
97703,Bend,Oregon,OR,209.628363892124725,30996,12778,78610,112983,46598,59606,78604,28943,148,193,471,39,391,811,800,10,43,9,13,345,125,28143,138,150,462,26,46,686,52,43,9,9,15.7,2020-07-22,16.7763582397729,2.90360046457607,2.90360046457607
97227,Portland,Oregon,OR,1.403403789834567,5473,2412,67684,92391,40842,52372,65346,3632,1130,59,155,22,122,353,165,31,13,6,0,109,56,3467,1099,46,149,22,13,297,15,12,3,3,39,2020-07-22,27.407272062854,5.4814544125708,5.4814544125708
97351,Independence,Oregon,OR,54.316263921246232,11515,3866,48413,59385,20029,37676,46037,8197,119,199,138,21,2336,505,1595,18,84,15,4,2324,195,6602,101,115,123,17,12,310,28,28,0,0,27.2,2020-07-22,24.3161094224924,0,0
97232,Portland,Oregon,OR,1.836718785158893,14723,8082,58233,88917,48940,46796,63038,12396,714,126,547,36,276,628,550,19,31,7,3,245,104,11846,695,95,540,33,31,524,22,16,6,6,19.2,2020-07-22,14.9426068056782,4.0752564015486,4.0752564015486
97455,Pleasant Hill,Oregon,OR,19.487804391788991,2332,905,72818,91492,35522,56705,68745,2125,8,35,51,2,28,83,59,0,0,6,0,24,10,2066,8,35,45,2,4,73,-1,-1,0,8,-1,2020-07-22,-1,0,34.3053173241852
97457,Myrtle Creek,Oregon,OR,183.319970378127039,10759,4309,46493,59246,23735,37239,45914,9669,32,303,85,16,123,531,322,0,34,2,2,119,99,9347,32,269,83,14,4,432,-1,-1,0,8,-1,2020-07-22,-1,0,7.43563528208941
97458,Myrtle Point,Oregon,OR,527.055225251447837,4774,1972,42761,59350,24532,35487,45935,4320,17,123,11,6,49,248,157,1,8,0,0,44,41,4163,16,115,11,6,5,207,-1,-1,0,8,-1,2020-07-22,-1,0,16.7574361122748
97462,Oakland,Oregon,OR,232.843572938254454,4068,1683,52371,71676,29661,42065,55057,3780,14,62,21,4,43,144,118,0,3,1,0,28,31,3662,14,59,20,4,15,113,-1,-1,0,8,-1,2020-07-22,-1,0,19.6656833824975
97463,Oakridge,Oregon,OR,1108.317744771107300,4347,1906,40287,57993,25428,32995,44649,3882,48,81,32,3,72,229,142,0,7,2,2,71,45,3740,48,74,30,1,1,184,-1,-1,0,8,-1,2020-07-22,-1,0,18.4034966643662
97381,Silverton,Oregon,OR,174.570771341952280,16663,6000,71467,93614,33717,54969,68598,14726,57,147,195,26,1010,502,869,19,28,3,6,990,212,13857,38,119,192,20,20,290,61,53,8,8,41.5,2020-07-22,36.6080537718298,4.80105623237112,4.80105623237112
97003,Beaverton,Oregon,OR,4.566028946864502,31615,11068,72734,83585,29274,54428,62631,19473,1332,302,4470,171,3744,2123,2711,73,117,77,10,3687,548,16762,1259,185,4393,161,57,1575,113,88,25,25,43.6,2020-07-22,35.7425272813538,7.90763877906057,7.90763877906057
97920,Westfall,Oregon,OR,61.533777355937609,28,12,50000,67427,28897,41213,47234,23,3,1,0,0,1,0,4,0,0,0,0,1,0,19,3,1,0,0,0,0,,,,,,,-2,-2,-2
97111,Carlton,Oregon,OR,39.647267267531937,3554,1257,72753,83982,29703,56327,64889,3230,9,31,33,11,97,143,141,0,4,0,3,90,15,3089,9,27,33,8,7,128,-1,-1,0,8,-1,2020-07-22,-1,0,22.5098480585256
97380,Siletz,Oregon,OR,113.020290604281499,2629,966,48339,63228,23241,38265,49812,1833,15,492,8,8,31,242,33,0,39,0,0,26,37,1800,15,453,8,8,5,205,-1,-1,0,8,-1,2020-07-22,-1,0,30.4298212248003
97438,Fall Creek,Oregon,OR,272.844239917572168,1413,546,63230,76959,29755,50822,58566,1271,20,16,17,5,27,57,47,0,2,3,0,25,8,1224,20,14,14,5,2,49,-1,-1,0,8,-1,2020-07-22,-1,0,56.6171266808209
97443,Glide,Oregon,OR,921.051339479172043,2614,990,57841,76137,28913,46417,57208,2414,26,54,8,6,26,80,82,0,3,0,0,19,16,2332,26,51,8,6,7,64,-1,-1,0,8,-1,2020-07-22,-1,0,30.6044376434583
97467,Reedsport,Oregon,OR,505.222825547073626,5617,2639,38942,55698,26187,32206,43274,5151,24,71,66,6,93,206,215,10,3,5,0,81,43,4936,14,68,61,6,12,163,-1,-1,0,8,-1,2020-07-22,-1,0,14.2424781912053
97469,Riddle,Oregon,OR,81.579954415780762,2704,1106,49123,53438,21861,37928,41932,2419,14,64,17,5,38,147,76,8,6,0,0,36,26,2343,6,58,17,5,2,121,-1,-1,0,8,-1,2020-07-22,-1,0,29.585798816568
97044,Odell,Oregon,OR,0.007887324670880,60,19,57322,72029,22840,44813,54869,43,0,1,0,0,14,2,25,0,0,0,0,14,1,18,0,1,0,0,0,1,,,,,,,-2,-2,-2
97304,Salem,Oregon,OR,61.736131264153229,31835,12246,66749,82296,31663,51969,61146,26710,509,370,896,108,1737,1505,1990,36,104,30,2,1704,404,24720,473,266,866,106,33,1101,138,120,18,18,48.5,2020-07-22,43.3485157845139,5.65415423276268,5.65415423276268
97454,Marcola,Oregon,OR,84.929815371401205,1527,598,72283,87977,34454,54799,66285,1393,7,13,17,2,14,81,34,3,0,0,0,11,11,1359,4,13,17,2,3,70,0,-1,0,0,0,2020-07-22,0,0,0
97456,Monroe,Oregon,OR,104.731561713053622,3122,1224,59770,82982,32534,48061,60912,2792,13,30,32,3,147,105,171,0,11,0,0,142,14,2621,13,19,32,3,5,91,0,-1,0,0,0,2020-07-22,0,0,0
97537,Rogue River,Oregon,OR,213.780221461062808,7431,3240,48920,60953,26578,38216,47244,6877,51,101,50,0,103,249,213,10,22,4,0,98,59,6664,41,79,46,0,5,190,-1,-1,0,8,-1,2020-07-22,-1,0,10.7657112097968
97632,Malin,Oregon,OR,37.964582020239590,1457,513,50988,60683,21371,40500,46860,1068,1,18,0,2,319,49,348,0,4,0,1,319,25,720,1,14,0,1,0,24,-1,-1,0,8,-1,2020-07-22,-1,0,54.9073438572409
97037,Maupin,Oregon,OR,1082.807456812823602,1482,582,49414,57719,22744,38359,45630,902,3,485,7,2,16,67,27,1,53,0,0,16,12,875,2,432,7,2,0,55,,,,,,,-2,-2,-2
97039,Moro,Oregon,OR,158.601443949508877,457,209,56446,84590,38685,45036,60837,423,0,12,1,0,13,8,7,0,1,0,0,12,3,416,0,11,1,0,1,5,,,,,,,-2,-2,-2
97621,Beatty,Oregon,OR,8.211464106380912,55,30,31056,39330,21453,23418,31601,48,0,4,0,0,0,3,3,0,0,0,0,0,0,45,0,4,0,0,0,3,,,,,,,-2,-2,-2
97622,Bly,Oregon,OR,299.264212116151782,492,235,37087,53173,25398,29822,41713,431,6,14,3,1,18,19,33,0,1,0,0,18,2,398,6,13,3,1,0,17,,,,,,,-2,-2,-2
97625,Dairy,Oregon,OR,78.843968478653693,294,127,39980,56478,24397,32927,43400,246,1,10,2,0,25,10,18,1,2,0,0,25,3,228,0,8,2,0,0,7,,,,,,,-2,-2,-2
97861,Mikkalo,Oregon,OR,5.953847642974329,7,3,28747,26667,11429,18542,30000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,-2,-2,-2
97907,Huntington,Oregon,OR,404.273650733690317,595,282,42406,55068,26125,35646,44166,535,4,22,7,0,6,21,17,0,0,0,0,6,0,518,4,22,7,0,0,21,,,,,,,-2,-2,-2
97908,Ironside,Oregon,OR,358.467048941664189,60,32,45361,66814,35634,37242,47233,49,5,1,1,0,3,1,9,0,0,0,0,3,0,40,5,1,1,0,0,1,,,,,,,-2,-2,-2
97452,Lowell,Oregon,OR,29.818696436845123,1661,642,58503,70722,27337,47014,54237,1482,4,29,14,1,15,116,57,0,2,0,0,12,7,1425,4,27,14,1,3,109,0,-1,0,0,0,2020-07-22,0,0,0
97444,Gold Beach,Oregon,OR,127.036361404083081,5744,2813,48135,64741,31723,37616,49258,5262,16,90,60,4,34,278,194,1,13,1,0,32,53,5068,15,77,59,4,2,225,-1,-1,0,8,-1,2020-07-22,-1,0,13.9275766016713
97446,Harrisburg,Oregon,OR,115.495174608374143,5291,1880,59823,71748,25494,48574,55162,4759,40,54,21,11,211,195,214,1,0,0,2,203,47,4545,39,54,21,9,8,148,-1,-1,0,8,-1,2020-07-22,-1,0,15.1200151200151
97448,Junction City,Oregon,OR,128.283101377363437,13752,5407,57776,74236,29198,46402,56365,12361,78,174,105,30,485,519,578,4,32,1,0,475,112,11783,74,142,104,30,10,407,-1,-1,0,8,-1,2020-07-22,-1,0,5.8173356602676
97479,Sutherlin,Oregon,OR,161.509165303762387,10112,4198,48659,60836,25272,38969,47659,9249,46,206,58,13,204,336,475,5,29,1,0,188,46,8774,41,177,57,13,16,290,13,-1,4,12,13.7,2020-07-22,12.8560126582278,3.95569620253165,11.8670886075949
97630,Lakeview,Oregon,OR,1108.216439125531679,5292,2196,43584,56847,23686,35880,44916,4606,45,134,64,5,255,183,257,2,22,10,0,251,28,4349,43,112,54,5,4,155,26,21,5,5,51,2020-07-22,49.1307634164777,9.44822373393802,9.44822373393802
97756,Redmond,Oregon,OR,98.744591587553742,40200,15432,56928,68417,26277,45518,52727,35809,225,427,375,67,2004,1293,2267,38,57,25,5,1974,325,33542,187,370,350,62,30,968,66,51,15,15,19.7,2020-07-22,16.4179104477612,3.73134328358209,3.73134328358209
97760,Terrebonne,Oregon,OR,95.352797004321445,8261,3429,67439,85863,35642,52731,63898,7698,34,108,33,3,174,211,157,0,4,1,0,167,61,7541,34,104,32,3,7,150,13,11,2,2,19.2,2020-07-22,15.7365936327321,2.42101440503571,2.42101440503571
97215,Portland,Oregon,OR,2.333254233808927,18096,7923,85750,110810,48554,62995,77517,15186,300,113,1267,80,334,816,571,8,24,5,0,291,116,14615,292,89,1262,80,43,700,30,23,7,7,18.3,2020-07-22,16.57824933687,3.86825817860301,3.86825817860301
97305,Salem,Oregon,OR,47.991931214660141,43553,14630,48604,63163,21225,38931,48836,26953,576,684,1952,828,10303,2257,6580,94,240,38,17,10248,1018,20373,482,444,1914,811,55,1239,295,260,35,35,73.4,2020-07-22,67.7335660000459,8.03618579661562,8.03618579661562
97213,Portland,Oregon,OR,3.977527849559414,31570,13990,73860,97886,43390,55660,69866,25145,1288,259,2620,76,699,1483,970,64,47,27,3,631,223,24175,1224,212,2593,73,68,1260,82,66,16,16,28,2020-07-22,25.974025974026,5.06810262907824,5.06810262907824
97465,Port Orford,Oregon,OR,117.807090831624507,2344,1211,34346,49165,25410,27609,38767,2141,15,52,16,3,25,92,91,0,1,0,0,20,8,2050,15,51,16,3,5,84,0,-1,0,0,0,2020-07-22,0,0,0
97544,Williams,Oregon,OR,116.539433507059684,2313,1003,42673,60618,26286,35439,45818,2130,10,45,17,0,30,81,80,1,3,0,0,19,15,2050,9,42,17,0,11,66,0,-1,0,0,0,2020-07-22,0,0,0
97101,Amity,Oregon,OR,52.603381921542429,4017,1406,65422,85107,29793,51907,63409,3497,29,88,34,5,201,163,199,3,14,1,1,194,30,3298,26,74,33,4,7,133,-1,-1,0,8,-1,2020-07-22,-1,0,19.915359721185
97106,Banks,Oregon,OR,46.851412515844181,5269,1755,104265,122255,40723,77199,87547,4857,23,36,66,6,97,184,203,1,8,2,0,87,28,4654,22,28,64,6,10,156,-1,-1,0,8,-1,2020-07-22,-1,0,15.1831467071551
97110,Cannon Beach,Oregon,OR,10.235529601565430,1713,775,59314,79611,36069,47514,59506,1527,4,11,21,3,115,32,54,0,4,0,0,110,8,1473,4,7,21,3,5,24,-1,-1,0,8,-1,2020-07-22,-1,0,46.7016929363689
97005,Beaverton,Oregon,OR,5.553257974472221,28309,11324,54232,72746,29121,43897,54875,17980,969,274,1987,136,5381,1582,3221,65,134,24,6,5327,515,14759,904,140,1963,130,54,1067,114,84,30,30,45.8,2020-07-22,40.2698788371189,10.5973365360839,10.5973365360839
97116,Forest Grove,Oregon,OR,68.859341835736359,28983,10090,62657,79988,27910,50504,60137,22410,260,295,962,87,3651,1318,2657,65,136,39,4,3612,403,19753,195,159,923,83,39,915,164,148,16,16,68,2020-07-22,56.5848945933823,5.52047752130559,5.52047752130559
97330,Corvallis,Oregon,OR,83.645512900693916,44576,18860,54916,83772,35546,43987,60436,36387,558,259,3859,117,1334,2062,1974,33,76,15,10,1269,294,34413,525,183,3844,107,65,1768,65,59,6,6,15.7,2020-07-22,14.5818377602297,1.34601579325197,1.34601579325197
97333,Corvallis,Oregon,OR,102.951002224794877,22579,9739,55348,78033,33723,44679,57442,18583,344,144,1571,81,769,1087,1002,21,49,7,7,718,181,17581,323,95,1564,74,51,906,25,21,4,4,11.6,2020-07-22,11.0722352628549,1.77155764205678,1.77155764205678
97338,Dallas,Oregon,OR,119.506743055171199,21934,8515,55449,67553,26252,43613,52161,20109,106,401,173,27,439,679,885,4,21,2,2,421,173,19224,102,380,171,25,18,506,20,15,5,5,9.9,2020-07-22,9.11826388255676,2.27956597063919,2.27956597063919
97006,Beaverton,Oregon,OR,6.966208701018659,44790,17903,78544,96816,38708,58077,70506,28088,1681,279,9268,216,2829,2429,2980,56,93,40,14,2749,481,25108,1625,186,9228,202,80,1948,176,144,32,32,27.9,2020-07-22,39.2944853762,7.14445188658183,7.14445188658183
97007,Beaverton,Oregon,OR,17.785470508580126,48506,18004,100221,121930,45261,73460,86096,34684,1208,206,7673,149,1995,2591,2333,40,44,42,15,1891,392,32351,1168,162,7631,134,104,2199,141,116,25,25,21.1,2020-07-22,29.0685688368449,5.15400156681648,5.15400156681648
97008,Beaverton,Oregon,OR,5.173172677624464,30336,12233,71986,86858,35049,54304,64669,22354,742,187,2352,232,2802,1667,2304,64,65,30,9,2738,365,20050,678,122,2322,223,64,1302,75,59,16,16,25.9,2020-07-22,24.7231012658228,5.27426160337553,5.27426160337553
97127,Lafayette,Oregon,OR,0.970654425959932,4486,1439,59993,74993,24056,48969,56709,3703,20,45,42,1,497,178,552,7,4,1,0,482,55,3151,13,41,41,1,15,123,11,-1,2,10,29.4,2020-07-22,24.5207311636202,4.45831475702185,22.2915737851092
97140,Sherwood,Oregon,OR,44.511359834818087,28791,9380,103356,126684,41350,76117,88609,24849,384,175,1239,85,838,1221,1201,26,39,20,8,782,172,23648,358,136,1219,77,56,1049,53,45,8,8,22.6,2020-07-22,18.4085304435414,2.77864610468549,2.77864610468549
97141,Tillamook,Oregon,OR,451.829101196266606,13872,5486,50213,66997,26518,39508,50166,12005,105,215,126,73,909,439,1053,29,49,2,2,891,105,10952,76,166,124,71,18,334,13,-1,4,12,9.9,2020-07-22,9.37139561707036,2.88350634371396,8.65051903114187
97146,Warrenton,Oregon,OR,20.548097720566162,6424,2590,56436,73229,29569,45205,55668,5888,42,80,92,24,95,203,180,1,16,1,0,94,31,5708,41,64,91,24,1,172,17,16,1,1,28.8,2020-07-22,26.4632627646326,1.55666251556663,1.55666251556663
97352,Jefferson,Oregon,OR,47.205244934728391,6677,2331,62500,78431,27382,50397,59233,5714,18,118,56,27,501,243,478,1,32,1,4,498,77,5236,17,86,55,23,3,166,11,11,0,0,19.6,2020-07-22,16.4744645799012,0,0
97015,Clackamas,Oregon,OR,8.936672888670394,22633,8728,74846,94470,36436,55924,68833,16969,485,220,2777,100,869,1213,1149,21,76,4,5,847,223,15820,464,144,2773,95,22,990,56,48,8,8,28.7,2020-07-22,24.7426324393585,3.53466177705121,3.53466177705121
97383,Stayton,Oregon,OR,51.284437507333678,10344,3830,55632,68089,25212,44317,52129,8961,58,139,94,27,631,434,777,4,20,2,4,623,119,8184,54,119,92,23,8,315,38,30,8,8,39.6,2020-07-22,36.7362722351121,7.73395204949729,7.73395204949729
97385,Sublimity,Oregon,OR,33.234676320654778,3527,1365,67784,83838,32543,52608,62294,3321,9,20,22,5,56,94,96,0,1,0,2,56,13,3225,9,19,22,3,0,81,16,15,1,1,49.1,2020-07-22,45.3643322937341,2.83527076835838,2.83527076835838
97024,Fairview,Oregon,OR,4.186156608066314,11648,4559,57991,71918,28157,46689,54747,7960,480,125,837,101,1536,609,635,20,46,13,2,1522,149,7325,460,79,824,99,14,460,135,124,11,11,131.8,2020-07-22,115.899725274725,9.44368131868132,9.44368131868132
97027,Gladstone,Oregon,OR,2.531695455888359,12999,5106,68497,86873,34138,53425,64590,11277,171,121,282,48,495,605,604,13,32,8,9,477,94,10673,158,89,274,39,18,511,35,33,2,2,28.8,2020-07-22,26.9251480883145,1.53857989076083,1.53857989076083
97205,Portland,Oregon,OR,0.923496933572463,8554,5451,35240,72360,46824,28766,49685,6966,408,99,496,9,155,421,356,16,19,6,0,132,59,6610,392,80,490,9,23,362,12,-1,3,11,15.6,2020-07-22,14.0285246668225,3.50713116670563,12.8594809445873
97035,Lake Oswego,Oregon,OR,6.318038895996123,24948,11048,101507,138954,61543,75601,93196,21022,295,114,2089,62,277,1089,880,15,17,12,3,241,129,20142,280,97,2077,59,36,960,61,52,9,9,25.5,2020-07-22,24.4508577841911,3.60750360750361,3.60750360750361
97038,Molalla,Oregon,OR,298.257087846742820,17181,6075,65790,84775,29979,51968,62969,15008,94,165,157,36,1155,566,794,25,40,24,1,1139,171,14214,69,125,133,35,16,395,58,55,3,3,38.4,2020-07-22,33.7582212909609,1.74611489436005,1.74611489436005
97041,Mount Hood Parkdale,Oregon,OR,258.725457412620017,3231,1059,73821,95200,31301,55370,69731,2312,23,61,41,9,697,88,523,2,27,2,2,696,22,1789,21,34,39,7,1,66,16,10,6,6,56.8,2020-07-22,49.520272361498,18.5701021355617,18.5701021355617
97062,Tualatin,Oregon,OR,14.752147314103105,30007,11308,86250,109017,41103,63239,77024,23342,480,204,1371,279,2859,1472,2202,31,57,10,19,2830,404,21140,449,147,1361,260,29,1068,143,130,13,13,52.1,2020-07-22,47.6555470390242,4.33232245809311,4.33232245809311
97068,West Linn,Oregon,OR,23.733928731437896,30486,11502,114441,149784,56520,84971,100595,26971,282,110,1526,39,356,1202,909,7,12,25,2,293,141,26062,275,98,1501,37,63,1061,48,42,6,6,16.9,2020-07-22,15.7449320999803,1.96811651249754,1.96811651249754
97078,Beaverton,Oregon,OR,7.459193664384121,25803,8908,67159,79224,27359,52282,59687,17106,800,272,2445,129,3660,1391,2492,56,111,35,11,3610,377,14614,744,161,2410,118,50,1014,142,113,29,29,66.3,2020-07-22,55.0323605782273,11.2390032166802,11.2390032166802
97080,Gresham,Oregon,OR,22.536793185427744,46125,16149,75213,89762,31437,56269,67158,37647,769,377,2442,183,2613,2094,2463,48,108,31,2,2559,463,35184,721,269,2411,181,54,1631,244,180,64,64,59.7,2020-07-22,52.89972899729,13.8753387533875,13.8753387533875
97424,Cottage Grove,Oregon,OR,370.739181076858586,19434,7660,46881,60586,23887,37435,46541,17435,75,281,277,19,477,870,723,11,43,14,3,459,133,16712,64,238,263,16,18,737,11,10,1,1,6.3,2020-07-22,5.66018318411032,0.514562107646393,0.514562107646393
